States/UTs,Year,CrimeHead,Male_below 14 years,Male_14 and above – below 18 years,Male_18 and above – below 30 years,Male_30 and above – below 45 years,Male_45 and above – below 60 years,Male_60 years & above,Male_Total,Female_below 14 years,Female_14 and above – below 18 years,Female_18 and above – below 30 years,Female_30 and above – below 45 years,Female_45 and above – below 60 years,Female_60 years & above,Female_Total,Transgender_below 14 years,Transgender_14 and above – below 18 years,Transgender_18 and above – below 30 years,Transgender_30 and above – below 45 years,Transgender_45 and above – below 60 years,Transgender_60 years & above,Transgender_Total,Grand Total
Uttar Pradesh,2014,Other Statutory Body/etc.,0,0,2,2,0,0,4,0,0,6,2,0,0,8,0,0,0,0,0,0,0,12
Uttar Pradesh,2014,Private Sector Enterprises,0,3,32,29,14,3,81,0,1,13,4,2,0,20,0,0,0,0,0,0,0,101
Uttar Pradesh,2014,Public Sector Undertaking,0,1,7,27,7,1,43,0,0,4,4,0,0,8,0,0,0,0,0,0,0,51
Uttar Pradesh,2014,Students,7,57,81,9,1,0,155,12,59,24,2,0,0,97,0,0,0,0,0,0,0,252
Uttar Pradesh,2014,Unemployed Persons,1,13,202,133,34,7,390,0,4,35,12,5,0,56,0,0,0,0,0,0,0,446
Uttar Pradesh,2014,Self-employed Persons (Total),4,29,156,175,64,25,453,6,16,58,26,12,13,131,0,0,2,0,0,0,2,586
Uttar Pradesh,2014,Business (Total),2,17,75,59,18,9,180,1,7,18,6,1,0,33,0,0,0,0,0,0,0,213
Uttar Pradesh,2014,Vendor,0,1,10,9,3,1,24,0,0,6,0,0,0,6,0,0,0,0,0,0,0,30
Uttar Pradesh,2014,Tradesmen,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Uttar Pradesh,2014,Others,2,16,64,50,14,8,154,1,7,12,6,1,0,27,0,0,0,0,0,0,0,181
Uttar Pradesh,2014,Agriculture (Total),0,2,46,79,28,10,165,0,1,16,7,3,0,27,0,0,0,0,0,0,0,192
Uttar Pradesh,2014,Agricultural Labourers,0,1,35,50,14,6,106,0,0,15,5,3,0,23,0,0,0,0,0,0,0,129
Uttar Pradesh,2014,Farmers (Sub Total),0,1,11,29,14,4,59,0,1,1,2,0,0,4,0,0,0,0,0,0,0,63
Uttar Pradesh,2014,Have Own Land,0,1,10,27,11,4,53,0,0,0,2,0,0,2,0,0,0,0,0,0,0,55
Uttar Pradesh,2014,On Contract/Lease,0,0,1,2,3,0,6,0,1,1,0,0,0,2,0,0,0,0,0,0,0,8
Uttar Pradesh,2014,Others,2,10,35,37,18,6,108,5,8,24,13,8,13,71,0,0,2,0,0,0,2,181
Uttar Pradesh,2014,Daily Wage Earner,0,5,77,76,22,2,182,0,6,9,9,2,0,26,0,0,0,0,0,0,0,208
Uttar Pradesh,2014,Retired Persons,2,0,3,9,3,4,21,0,0,3,0,0,0,3,0,0,0,0,0,0,0,24
Uttar Pradesh,2014,Others,28,57,265,226,124,31,731,17,56,146,55,17,8,299,0,0,3,0,1,0,4,1034
Uttar Pradesh,2014,Total,43,165,832,708,278,73,2099,39,151,865,328,76,26,1485,0,0,5,0,1,0,6,3590
Uttarakhand,2014,Housewife,0,0,0,0,0,0,0,0,1,18,12,3,0,34,0,0,0,0,0,0,0,34
Uttarakhand,2014,Profession/Salaried Persons (Total),0,0,27,4,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Uttarakhand,2014,Govt. Servants (Total),0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Uttarakhand,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,State Govt. Servants,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Uttarakhand,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Private Sector Enterprises,0,0,21,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Uttarakhand,2014,Public Sector Undertaking,0,0,4,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Uttarakhand,2014,Students,1,23,2,0,0,0,26,0,4,3,0,0,0,7,0,0,0,0,0,0,0,33
Uttarakhand,2014,Unemployed Persons,0,6,8,5,4,3,26,0,0,3,0,0,0,3,0,0,0,0,0,0,0,29
Uttarakhand,2014,Self-employed Persons (Total),0,2,4,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Uttarakhand,2014,Business (Total),0,2,4,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Uttarakhand,2014,Vendor,0,2,4,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Uttarakhand,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Others,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uttarakhand,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Daily Wage Earner,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Uttarakhand,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Others,0,1,31,17,5,3,57,1,1,7,3,0,0,12,0,0,0,0,0,0,0,69
Uttarakhand,2014,Total,1,32,72,29,11,6,151,1,6,31,15,3,0,56,0,0,0,0,0,0,0,207
West Bengal,2014,Housewife,0,0,0,0,0,0,0,0,48,960,743,250,87,2088,0,0,0,0,0,0,0,2088
West Bengal,2014,Profession/Salaried Persons (Total),0,0,183,261,162,4,610,0,0,66,65,16,2,149,0,0,0,0,0,0,0,759
West Bengal,2014,Govt. Servants (Total),0,0,15,37,35,0,87,0,0,12,9,3,0,24,0,0,0,0,0,0,0,111
West Bengal,2014,Central/UT Govt. Servants,0,0,3,30,24,0,57,0,0,10,3,1,0,14,0,0,0,0,0,0,0,71
West Bengal,2014,State Govt. Servants,0,0,11,7,10,0,28,0,0,2,6,2,0,10,0,0,0,0,0,0,0,38
West Bengal,2014,Other Statutory Body/etc.,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
West Bengal,2014,Private Sector Enterprises,0,0,126,178,93,1,398,0,0,44,43,7,2,96,0,0,0,0,0,0,0,494
West Bengal,2014,Public Sector Undertaking,0,0,42,46,34,3,125,0,0,10,13,6,0,29,0,0,0,0,0,0,0,154
West Bengal,2014,Students,47,164,166,15,3,0,395,36,173,102,3,0,0,314,0,0,0,0,0,0,0,709
West Bengal,2014,Unemployed Persons,0,0,398,416,156,17,987,0,0,73,79,21,9,182,0,0,0,0,0,0,0,1169
West Bengal,2014,Self-employed Persons (Total),0,1,406,489,315,54,1265,0,27,83,67,33,10,220,0,0,0,0,0,0,0,1485
West Bengal,2014,Business (Total),0,0,325,354,231,42,952,0,23,63,51,31,6,174,0,0,0,0,0,0,0,1126
West Bengal,2014,Vendor,0,0,55,39,24,4,122,0,4,9,10,6,2,31,0,0,0,0,0,0,0,153
West Bengal,2014,Tradesmen,0,0,75,57,27,16,175,0,0,1,2,3,0,6,0,0,0,0,0,0,0,181
West Bengal,2014,Others,0,0,195,258,180,22,655,0,19,53,39,22,4,137,0,0,0,0,0,0,0,792
West Bengal,2014,Agriculture (Total),0,1,53,74,56,9,193,0,4,16,15,2,0,37,0,0,0,0,0,0,0,230
West Bengal,2014,Agricultural Labourers,0,1,53,74,56,9,193,0,4,16,15,2,0,37,0,0,0,0,0,0,0,230
West Bengal,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Others,0,0,28,61,28,3,120,0,0,4,1,0,4,9,0,0,0,0,0,0,0,129
West Bengal,2014,Daily Wage Earner,0,0,136,191,47,10,384,0,5,11,32,6,0,54,0,0,0,0,0,0,0,438
West Bengal,2014,Retired Persons,0,0,0,0,1,80,81,0,0,2,0,0,5,7,0,0,0,0,0,0,0,88
West Bengal,2014,Others,156,538,1453,1768,863,386,5164,66,525,825,736,167,91,2410,0,0,0,0,0,0,0,7574
West Bengal,2014,Total,203,703,2742,3140,1547,551,8886,102,778,2122,1725,493,204,5424,0,0,0,0,0,0,0,14310
A & N Islands,2014,Housewife,0,0,0,0,0,0,0,0,0,7,1,2,4,14,0,0,0,0,0,0,0,14
A & N Islands,2014,Profession/Salaried Persons (Total),0,2,26,28,24,7,87,0,1,2,2,0,0,5,0,0,0,0,0,0,0,92
A & N Islands,2014,Govt. Servants (Total),0,0,1,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
A & N Islands,2014,Central/UT Govt. Servants,0,0,1,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
A & N Islands,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Private Sector Enterprises,0,2,25,25,19,7,78,0,1,1,2,0,0,4,0,0,0,0,0,0,0,82
A & N Islands,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
A & N Islands,2014,Students,0,2,2,0,0,0,4,2,8,3,0,0,0,13,0,0,0,0,0,0,0,17
A & N Islands,2014,Unemployed Persons,1,0,1,3,0,3,8,0,0,2,1,0,1,4,0,0,0,0,0,0,0,12
A & N Islands,2014,Self-employed Persons (Total),0,0,1,3,0,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8
A & N Islands,2014,Business (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Agriculture (Total),0,0,1,3,0,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8
A & N Islands,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Farmers (Sub Total),0,0,1,3,0,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8
A & N Islands,2014,Have Own Land,0,0,1,3,0,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8
A & N Islands,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Daily Wage Earner,0,0,1,2,0,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
A & N Islands,2014,Retired Persons,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
A & N Islands,2014,Others,0,0,0,0,0,2,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,4
A & N Islands,2014,Total,1,4,31,36,24,19,115,2,10,16,4,2,6,40,0,0,0,0,0,0,0,155
Chandigarh,2014,Housewife,0,0,0,0,0,0,0,0,0,5,6,3,0,14,0,0,0,0,0,0,0,14
Chandigarh,2014,Profession/Salaried Persons (Total),0,0,0,12,8,0,20,0,0,11,0,0,0,11,0,0,0,0,0,0,0,31
Chandigarh,2014,Govt. Servants (Total),0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Chandigarh,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Other Statutory Body/etc.,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Chandigarh,2014,Private Sector Enterprises,0,0,0,12,6,0,18,0,0,11,0,0,0,11,0,0,0,0,0,0,0,29
Chandigarh,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Students,0,4,13,0,0,0,17,0,7,3,0,0,0,10,0,0,0,0,0,0,0,27
Chandigarh,2014,Unemployed Persons,0,0,7,8,0,0,15,0,0,2,2,0,0,4,0,0,0,0,0,0,0,19
Chandigarh,2014,Self-employed Persons (Total),0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Chandigarh,2014,Business (Total),0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Chandigarh,2014,Vendor,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Chandigarh,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Others,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Chandigarh,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Daily Wage Earner,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Chandigarh,2014,Retired Persons,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Chandigarh,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Total,0,4,27,23,11,1,66,0,7,21,8,3,0,39,0,0,0,0,0,0,0,105
D&N Haveli,2014,Housewife,0,0,0,0,0,0,0,0,0,7,2,0,0,9,0,0,0,0,0,0,0,9
D&N Haveli,2014,Profession/Salaried Persons (Total),0,0,7,9,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
D&N Haveli,2014,Govt. Servants (Total),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D&N Haveli,2014,Central/UT Govt. Servants,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D&N Haveli,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Private Sector Enterprises,0,0,7,8,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
D&N Haveli,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Students,1,2,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6
D&N Haveli,2014,Unemployed Persons,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D&N Haveli,2014,Self-employed Persons (Total),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D&N Haveli,2014,Business (Total),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D&N Haveli,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Others,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D&N Haveli,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Retired Persons,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
D&N Haveli,2014,Others,0,2,8,2,5,4,21,0,3,11,2,1,1,18,0,0,0,0,0,0,0,39
D&N Haveli,2014,Total,1,4,15,12,8,5,45,0,6,18,4,1,2,31,0,0,0,0,0,0,0,76
Daman & Diu,2014,Housewife,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,4
Daman & Diu,2014,Profession/Salaried Persons (Total),0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Daman & Diu,2014,Govt. Servants (Total),0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Daman & Diu,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Other Statutory Body/etc.,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Daman & Diu,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Students,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Daman & Diu,2014,Unemployed Persons,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Daman & Diu,2014,Self-employed Persons (Total),0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Daman & Diu,2014,Business (Total),0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Daman & Diu,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Others,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Daman & Diu,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Retired Persons,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Daman & Diu,2014,Others,0,0,2,5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Daman & Diu,2014,Total,0,0,11,8,2,1,22,0,1,2,2,0,0,5,0,0,0,0,0,0,0,27
Delhi UT,2014,Housewife,0,0,0,0,0,0,0,0,0,142,64,12,5,223,0,0,0,0,0,0,0,223
Delhi UT,2014,Profession/Salaried Persons (Total),0,0,76,68,15,0,159,0,0,24,4,1,0,29,0,0,0,0,0,0,0,188
Delhi UT,2014,Govt. Servants (Total),0,0,6,12,1,0,19,0,0,14,1,0,0,15,0,0,0,0,0,0,0,34
Delhi UT,2014,Central/UT Govt. Servants,0,0,5,6,0,0,11,0,0,13,1,0,0,14,0,0,0,0,0,0,0,25
Delhi UT,2014,State Govt. Servants,0,0,0,2,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
Delhi UT,2014,Other Statutory Body/etc.,0,0,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Delhi UT,2014,Private Sector Enterprises,0,0,56,33,6,0,95,0,0,5,3,0,0,8,0,0,0,0,0,0,0,103
Delhi UT,2014,Public Sector Undertaking,0,0,14,23,8,0,45,0,0,5,0,1,0,6,0,0,0,0,0,0,0,51
Delhi UT,2014,Students,14,68,62,3,0,0,147,7,49,38,0,0,0,94,0,0,0,0,0,0,0,241
Delhi UT,2014,Unemployed Persons,0,11,98,93,27,2,231,2,2,25,9,0,0,38,0,0,0,0,0,0,0,269
Delhi UT,2014,Self-employed Persons (Total),0,0,65,60,11,2,138,0,0,5,9,0,0,14,0,0,0,0,0,0,0,152
Delhi UT,2014,Business (Total),0,0,50,43,7,2,102,0,0,1,6,0,0,7,0,0,0,0,0,0,0,109
Delhi UT,2014,Vendor,0,0,11,3,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Delhi UT,2014,Tradesmen,0,0,2,1,0,2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6
Delhi UT,2014,Others,0,0,37,39,6,0,82,0,0,0,6,0,0,6,0,0,0,0,0,0,0,88
Delhi UT,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Others,0,0,15,17,4,0,36,0,0,4,3,0,0,7,0,0,0,0,0,0,0,43
Delhi UT,2014,Daily Wage Earner,0,4,40,32,12,1,89,0,0,3,7,5,0,15,0,0,0,0,0,0,0,104
Delhi UT,2014,Retired Persons,0,0,0,0,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5
Delhi UT,2014,Others,4,47,260,159,140,46,656,14,38,120,55,12,18,257,0,0,0,0,0,0,0,913
Delhi UT,2014,Total,18,130,601,415,205,55,1424,23,89,357,148,30,24,671,0,0,0,0,0,0,0,2095
Lakshadweep,2014,Housewife,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Lakshadweep,2014,Profession/Salaried Persons (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Govt. Servants (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Students,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lakshadweep,2014,Unemployed Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Self-employed Persons (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Business (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
